,user_id_hashed,#business,#sports,#fun_facts,#international,#animals,#national,#health_n_fitness,#entertainment,#fashion,#automotive,#food,#technology,#travel,#games,#music,n/a
72,iTJ1NIHDJo7PKMkh7XgrPeQw/D8aDD9eTvsPIw==,"[20.0, 40562.0]","[42.0, 29252.0]","[10.0, 5506.0]","[18.0, 45867.0]","[18.0, 9900.0]","[41.5, 64071.5]","[6.0, 8722.0]","[42.0, 84954.0]","[16.0, 15058.0]","[19.0, 28146.0]","[20.0, 11707.0]","[20.0, 93454.0]","[13.0, 9150.0]","[24.0, 18549.0]","[0, 0]","[42.5, 64353.5]"
73,LVHhlA5SaHZUxDTUX+i9Z2jC58+EEuklccND/g==,"[0, 0]","[1.0, 1095.0]","[1.0, 339.0]","[0, 0]","[2.0, 5512.0]","[1.0, 849.0]","[0, 0]","[1.0, 1225.0]","[0, 0]","[3.0, 24894.0]","[3.0, 3996.0]","[2.0, 8832.0]","[5.0, 3387.0]","[6.0, 19757.0]","[0, 0]","[6.0, 4088.0]"
74,k2MPys3GE8QJEz2cPo1dTZ2GtH2N6KEQ/SkDLA==,"[0, 0]","[0, 0]","[1.0, 46065.0]","[0, 0]","[0, 0]","[1.0, 527.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
75,JnH37jjVYUugCmlByZ9o2Je4gAlUdo+WH2rfoQ==,"[0, 0]","[1.0, 708.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 509.0]","[0, 0]","[3.0, 2302.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 2039.0]","[0, 0]","[2.0, 1007.0]"
76,iuHD+eNqCZ2sR072NvnmuZ4AN5cvlYHIsOe2Ow==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6.0, 15420.0]","[1.0, 1113.0]","[1.0, 662.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 2212.0]","[0, 0]","[7.0, 16219.0]"
77,Tl/BPaT9m+0+A+2QQcd0Qp/eaVQuM/eGcHA1qA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1067.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
78,hqDyx1ycv74NfgPTh02jK5M6sdE73vBLxUdI3g==,"[0, 0]","[2.0, 1709.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 3500.0]","[0, 0]","[35.0, 90210.0]","[0, 0]","[7.0, 80851.0]","[4.0, 6776.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 3018.0]","[3.0, 4461.0]"
79,Rz2cajRFG1lNDbUbVT2J72BUBFKXA9VgRWBI2g==,"[0, 0]","[0, 0]","[1.0, 867.0]","[0, 0]","[0, 0]","[2.0, 1611.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
80,/A3gPp9wlDc5bS78cMyq4fbb81BY+OaQhQhAVg==,"[16.0, 12514.0]","[37.0, 19754.0]","[15.0, 15340.0]","[13.0, 7714.0]","[18.0, 21828.0]","[48.0, 36951.0]","[10.0, 4166.0]","[24.0, 19424.0]","[18.0, 16215.0]","[9.0, 19602.0]","[16.0, 7369.0]","[14.0, 29058.0]","[17.0, 17118.0]","[6.0, 6986.0]","[0, 0]","[49.0, 37315.0]"
81,0d1tsWOu4QswNF4TbLq0pP4jyvIleCHav7TC+A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1112.0]","[1.0, 959.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2542.0]","[0, 0]","[0, 0]","[1.0, 57.0]","[0, 0]","[2.0, 2639.0]"
82,kIlIAym1z6bxMKrNkbDtgE9jq5/03c/NDzHqNw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1276.0]","[1.0, 118353.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 118487.0]"
83,9EDXHmPIcVhEZjxR1gyHaa4MiryPG/zFqj3lhw==,"[2.0, 13392.0]","[36.0, 106847.5]","[0, 0]","[5.5, 16333.5]","[11.0, 20760.0]","[25.0, 90625.0]","[83.5, 232467.0]","[106.5, 291812.0]","[54.0, 201433.0]","[3.5, 2527.0]","[20.0, 74185.0]","[0, 0]","[14.0, 24646.0]","[0, 0]","[0, 0]","[107.5, 292920.0]"
84,Z9sFlbwBV2xmFB8VlEbLgXeoxMeiCQF1dv9C7A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 981.0]","[0, 0]","[0, 0]","[2.0, 1986.0]"
85,ncJ+J3WwZiZvjLBlnI51XhIR0xhMrbRde3+Jfg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 290791.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 292048.0]"
86,30B4uJxq3dRyYdFgX7L8GiHJF6zw+CS+KjgmAg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 228.0]","[0, 0]","[0, 0]","[1.0, 3809.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
87,Ot/hCPBvKyTcgTdGUAS55lyEmSvUC+rWWPI2bw==,"[1.0, 3907.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1854.0]","[1.0, 60055.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 23472.0]","[1.0, 5638.0]","[0, 0]","[0, 0]"
88,vGWz2ZNiqa8wWY7+dfeQxf/XLl04XKmtK/OUcg==,"[1.0, 92489.0]","[5.0, 230710.0]","[2.0, 31237.0]","[3.0, 17346.0]","[2.0, 10676.0]","[12.0, 450198.0]","[3.0, 17689.0]","[5.0, 143344.0]","[4.0, 208730.0]","[2.0, 117681.0]","[0, 0]","[2.0, 5874.0]","[0, 0]","[6.0, 41020.0]","[0, 0]","[3.0, 34408.0]"
89,igpyJ4JciwNsw0Dwt71A/16gVeYybbBBZC/gNg==,"[3.0, 5606.0]","[5.0, 22057.0]","[1.0, 15077.0]","[1.0, 12193.0]","[1.0, 2490.0]","[8.0, 18984.0]","[3.0, 12194.0]","[1.0, 14994.0]","[2.0, 5098.0]","[1.0, 4084.0]","[4.0, 13676.0]","[0, 0]","[1.0, 546.0]","[9.0, 36742.0]","[0, 0]","[9.0, 37193.0]"
90,UUvcywRty2dxMLSo2MV//gYaqyJopc2wYWejgQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 681.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1339.0]","[0, 0]","[0, 0]"
91,SE2kauBhce0dmT5oe8BUYA0KnGLF7grEcFIcmQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 6999.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1981.0]","[0, 0]","[0, 0]"
92,GczyJGUFSavXYRFpeTJ03FgeXM9Hdw8duy1Opg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 69028.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
93,kwZkWL9EHEt4q3nOWsdM/3GCh5l3H+X92KjReg==,"[0, 0]","[0, 0]","[0, 0]","[7.0, 221629.0]","[0, 0]","[15.0, 176112.0]","[3.0, 70647.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 269083.0]","[1.0, 177.0]","[0, 0]","[14.0, 138971.0]"
94,h1Cv4MdwxLwusOOOxUO3V4gFFZyj5OTJ1V7+oA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 33616.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 32928.0]"
95,/kbLpqaUFbi1uk4SqIgL6TxnBrhUCm7FAAIPgA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1170.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 937.0]"
96,4S4T1yFqoPvOfk6a84Y/DZCB67mWhg4Vdy7BGQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 62.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
97,F1VXvcWTeQJD6mOJbo+bLbUSIFLnnCnEWIlk7A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1911.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 912.0]","[0, 0]","[0, 0]","[0, 0]"
98,yDwtoZgbk1onrWHaydTEL2o9M9hml+cmId9ufQ==,"[0, 0]","[0, 0]","[0, 0]","[2.0, 4124.5]","[0, 0]","[6.0, 8146.5]","[2.0, 2433.0]","[0, 0]","[0, 0]","[1.0, 650.0]","[0, 0]","[2.0, 1463.0]","[0, 0]","[3.0, 4942.0]","[0, 0]","[3.0, 2053.0]"
99,qVhb9MRtowYrr7IZPn47Q0odulYz4JhOo1lPeA==,"[0, 0]","[1.0, 702.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 947.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 791.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 651.0]"
100,S8uXztWMb+DsbIEjyFK10a2r6UB/CBUQPOqppA==,"[1.0, 475.0]","[4.0, 1907.0]","[1.0, 520.0]","[1.0, 702.0]","[4.0, 2813.0]","[9.0, 5943.0]","[1.0, 367.0]","[4.0, 4179.0]","[1.0, 3327.0]","[1.0, 409.0]","[1.0, 641.0]","[0, 0]","[3.0, 3077.0]","[1.0, 679.0]","[0, 0]","[2.0, 1173.0]"
101,vLrcyng3M72La4uITvZygxiA4QSONHimRSywLA==,"[0, 0]","[0, 0]","[0, 0]","[2.0, 289644.0]","[4.0, 14453.0]","[4.0, 378951.0]","[1.0, 2610.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 26192.0]","[0, 0]","[2.0, 107399.0]","[0, 0]","[0, 0]","[5.0, 50970.0]"
102,0kk8f3OuucnFwJvQQIlWFcZL4IbL/UOwibTkIg==,"[116.5, 199791.0]","[239.5, 351819.5]","[14.0, 51435.0]","[110.5, 190176.5]","[16.0, 48072.0]","[345.5, 706615.0]","[90.5, 281630.0]","[358.0, 1883497.5]","[93.5, 727542.0]","[52.5, 100302.0]","[42.0, 1029017.0]","[84.0, 81669.0]","[37.0, 50054.0]","[66.0, 106472.0]","[15.0, 26690.0]","[239.5, 360293.5]"
103,vQCsvjPIiwDwLTYePKGrjq8DW1+SZDVXfsJxTg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1700.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
104,862mlRUpKPsZfHPA5iFIBgr6FUFx6/FWqFcJbQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3242.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
105,c7VhHAgYxA9WmAN8c7CQCmUXU0N+ElHVWZQ/Kw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1517.0]","[1.0, 1193.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
106,ItSKzpnf+5pmVCuSwgZXrpiE+Dvvu6s2NJ7UrQ==,"[0, 0]","[1.0, 315.0]","[1.0, 15079.0]","[1.0, 526.0]","[0, 0]","[3.0, 4610.0]","[1.0, 1291.0]","[1.0, 1184.0]","[0, 0]","[0, 0]","[2.0, 5582.0]","[1.0, 928.0]","[0, 0]","[1.0, 4153.0]","[0, 0]","[2.0, 5466.0]"
107,iBJNLC4V0hRZyQ7PrAAWRqRb6MqP6BBpmsgQlw==,"[13.5, 22176.5]","[56.5, 893676.5]","[2.0, 1055.0]","[17.5, 81521.5]","[3.0, 1571.0]","[68.5, 856710.5]","[3.0, 1538.0]","[66.0, 890464.0]","[16.0, 434766.0]","[11.5, 35570.5]","[3.0, 2204.0]","[8.5, 8897.5]","[4.0, 2657.0]","[6.0, 138417.0]","[2.0, 1535.0]","[17.0, 437482.0]"
108,2Zm6XmuOtDwFmnMcmyv+adttVDFzIAmUBUYzGg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1638.0]","[0, 0]","[1.0, 6992.0]","[1.0, 686.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1108.0]"
109,jjwjOVbRtcDzKxEMRJj3D6P20TAxpAtZQC7Rqw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 5346.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
110,vKD2tJNfAsLxIy0Liosan8M66BN1HZDCW1gwbw==,"[1.0, 175.0]","[1.0, 1885.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 902.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 3976.0]"
111,1ce2lqwrXceWXOE8MqnFtDK4A+9EENpw4fjB4g==,"[9.0, 5640.0]","[24.0, 25098.0]","[4.0, 3400.0]","[5.0, 2608.0]","[13.0, 69117.0]","[32.0, 85729.0]","[10.0, 8733.0]","[21.0, 71539.0]","[19.0, 62161.0]","[8.0, 382057.0]","[11.0, 9011.0]","[9.0, 5358.0]","[12.0, 7065.0]","[16.0, 138117.0]","[0, 0]","[17.0, 138768.0]"
112,QMqcNKftIiTxFWUBoX777CB774s2i0HwIuZ/LQ==,"[35.0, 267619.0]","[90.0, 1153284.0]","[10.0, 84067.0]","[22.0, 265566.0]","[27.0, 71039.0]","[72.0, 691344.0]","[13.0, 54712.0]","[67.0, 274237.0]","[17.0, 58279.0]","[28.0, 135559.0]","[34.0, 109358.0]","[18.0, 142198.0]","[24.0, 1376456.0]","[48.0, 66002.0]","[0, 0]","[34.0, 260166.0]"
113,BzbcTU0eY6SMWTKY5ZJR6CzsLSR4uvZyb32L0Q==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1809.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1044.0]","[0, 0]","[0, 0]"
114,rc5kyBDrh33QB6ftYZUXap6F2CIzqAygXU+cxg==,"[0, 0]","[0, 0]","[0, 0]","[1.0, 1003.0]","[0, 0]","[2.0, 7926.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1076.0]","[0, 0]","[0, 0]","[1.0, 46080.0]","[0, 0]","[3.0, 8187.0]"
115,I9xVznZ7wpK+szRbjnuYDGqLCqegSs3B4ycEXA==,"[0, 0]","[1.0, 3672.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1892.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 4034.0]"
116,ZetznB8bg/0/3ZxYbxwdeyYt9V/nARAmXuJUVw==,"[12.5, 10530.5]","[12.0, 251500.0]","[5.0, 32049.0]","[24.0, 33479.5]","[17.0, 187720.0]","[40.0, 292101.5]","[12.0, 61829.0]","[31.5, 1573115.5]","[6.0, 170901.0]","[10.0, 60409.0]","[13.0, 304068.0]","[9.0, 123868.0]","[14.0, 84751.0]","[8.0, 502607.0]","[1.0, 44405.0]","[13.0, 10717.5]"
117,K6tZFMXYjPqXFEQzVLA7dburUDrbEzobbriYYQ==,"[1.0, 33734.0]","[0, 0]","[1.0, 2997.0]","[0, 0]","[1.0, 2690.0]","[1.0, 31435.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2922.0]","[0, 0]","[0, 0]","[0, 0]"
118,qgAan9BlgqCMYZka4iB87UC0v1LXAmka5nVFzg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 8024.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 6585.0]"
119,aBEbL0P86wEpBsFyDnfgbj5JxW332XHlz6vEPQ==,"[13.0, 23991.0]","[20.0, 51356.0]","[3.0, 2285.0]","[8.0, 35092.0]","[16.0, 108937.0]","[24.0, 117348.0]","[9.0, 20474.0]","[10.0, 57875.0]","[17.0, 27593.0]","[10.0, 45396.0]","[14.0, 45925.0]","[10.0, 8987.0]","[12.0, 26610.0]","[10.0, 11884.0]","[0, 0]","[20.0, 50920.0]"
120,opS0zZ0NCW1riW1/wmuXNshgS7Trnm5LJTbYHw==,"[6.5, 107694.0]","[0, 0]","[3.0, 2676.0]","[17.0, 235973.0]","[5.0, 753326.0]","[15.0, 125173.5]","[3.0, 70387.0]","[13.0, 975892.0]","[14.0, 542775.0]","[2.0, 25317.0]","[3.0, 35966.0]","[5.5, 46991.5]","[12.0, 194748.0]","[10.0, 158525.0]","[0, 0]","[13.0, 195451.0]"
121,WqAztnuxy7UZy25imPqP28/21S9sOUojrg/TcA==,"[9.0, 3214.0]","[33.0, 34502.0]","[3.0, 2447.0]","[7.0, 3830.0]","[11.0, 4699.0]","[22.0, 14132.0]","[9.0, 15487.0]","[20.0, 58671.0]","[14.0, 15567.0]","[14.0, 9044.0]","[7.0, 2656.0]","[8.0, 3146.0]","[7.0, 4108.0]","[14.0, 6186.0]","[0, 0]","[32.0, 36559.0]"
122,OuE5zYZ7isJ6bnbR3xmMc4cG9lNUmL6uXJQcmw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2291.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
123,fGU7MDQPpLY2Ko3Jgb2VFD17KC8Il51EOKEw6A==,"[1.0, 1326.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 6976.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 5047.0]"
124,ly233wOODhjumGTbnq4fO5mc/bnxQbJA8ffEyQ==,"[0, 0]","[2.0, 3204.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3247.0]","[0, 0]","[3.0, 4288.0]"
125,bmrBPaAzKp/akQTQNly1T211GTny9Njo3VlQmA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 208.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 723.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
126,ygGjpto0jp1acuSXWgK5Fgf65W0plfSkWlRatQ==,"[3.0, 16427.0]","[6.0, 8937.0]","[6.0, 14969.0]","[4.0, 4373.0]","[4.0, 5922.0]","[10.0, 34930.0]","[3.0, 5470.0]","[7.0, 9038.0]","[7.0, 11517.0]","[6.0, 9788.0]","[4.0, 7206.0]","[5.0, 9241.0]","[4.0, 10617.0]","[6.0, 8189.0]","[0, 0]","[5.0, 9819.0]"
127,UzGzBK/1+IgbOqvHHJ6DPdzeIe+RDRiX6oNvvw==,"[3.0, 4760.0]","[6.0, 31528.0]","[2.0, 1620.0]","[6.0, 12576.0]","[2.0, 10934.0]","[11.0, 36547.0]","[3.0, 7892.0]","[13.0, 34043.0]","[3.0, 3904.0]","[1.0, 1065.0]","[0, 0]","[3.0, 63206.0]","[1.0, 12434.0]","[6.0, 5062.0]","[0, 0]","[14.0, 34794.0]"
128,hrIAGttY96GVhzjgoXAO8i6Pk8f9Oe6Wea2kLQ==,"[11.5, 65785.5]","[12.0, 38669.0]","[4.0, 42153.0]","[4.5, 1469.0]","[5.0, 76114.0]","[22.5, 316388.5]","[16.0, 128869.0]","[0, 0]","[11.0, 127106.0]","[2.0, 44354.0]","[4.0, 19726.0]","[5.5, 42824.0]","[3.0, 31600.0]","[5.0, 36887.0]","[2.0, 606.0]","[5.5, 1724.0]"
129,tRhZYrQjj2/BwTUPfeV3OHeV1I0otOcwJ8KOBQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 5057.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3354.0]"
130,LfuSsh9QI6ZmmaJMeQGMd+4nzIjihYTn0P/lLQ==,"[0, 0]","[2.0, 1520.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 9948.0]","[3.0, 2303.0]","[1.0, 55.0]","[1.0, 883.0]","[0, 0]","[1.0, 928.0]","[0, 0]","[0, 0]","[3.0, 2154.0]","[0, 0]","[3.0, 10584.0]"
131,I1bI7RspQBS5jbGTCQTYghoNzZ4S1x8fBayLVQ==,"[3.0, 19244.0]","[4.0, 32292.0]","[0, 0]","[2.0, 5034.0]","[3.0, 31069.0]","[2.0, 40333.0]","[2.0, 2602.0]","[7.0, 64394.0]","[2.0, 25555.0]","[0, 0]","[1.0, 7048.0]","[0, 0]","[1.0, 9278.0]","[0, 0]","[0, 0]","[4.0, 32126.0]"
132,ldkN5gowbfJlYOiMlOEud1GERvBVOFmwlTeErQ==,"[16.5, 45116.5]","[67.5, 199437.0]","[34.0, 80547.0]","[34.5, 158524.0]","[29.5, 34791.0]","[50.0, 113077.0]","[8.0, 12817.0]","[0, 0]","[0, 0]","[6.5, 3018.5]","[4.0, 8368.0]","[7.5, 7195.0]","[27.0, 31972.0]","[17.0, 15215.0]","[0, 0]","[50.0, 113379.0]"
133,NpaNHKJzBAGsdW1361NJe/eCkmpaOcsslJ0xDg==,"[1.0, 877.0]","[3.0, 2126.0]","[0, 0]","[1.0, 936.0]","[0, 0]","[6.0, 6764.0]","[0, 0]","[4.0, 6621.0]","[0, 0]","[0, 0]","[2.0, 1905.0]","[0, 0]","[1.0, 733.0]","[2.0, 1654.0]","[0, 0]","[3.0, 3216.0]"
134,w4Ace5MUPKEfA1XGtlvLmQcYOgoRMLf4SGf6JQ==,"[5.0, 898658.0]","[16.0, 1721700.0]","[4.0, 211763.0]","[1.0, 56288.0]","[0, 0]","[15.0, 292573.0]","[3.0, 13314.0]","[28.0, 994065.0]","[21.0, 1343355.0]","[0, 0]","[3.0, 8920.0]","[0, 0]","[1.0, 7238.0]","[15.0, 303187.0]","[3.0, 187304.0]","[28.0, 994265.0]"
135,7oiG0uaQfXpCr1iBEJ61a6aF9FaAB5ynZrDLCA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 10543.0]","[1.0, 2841.0]","[0, 0]","[0, 0]","[1.0, 5955.0]","[0, 0]","[1.0, 2322.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 10217.0]"
136,m7tGkfsEuJugueD+bKH91MlbvmVV0xUB8EERDQ==,"[0.5, 417.0]","[1.0, 33511.0]","[3.0, 5676.0]","[1.0, 776.5]","[1.0, 1019.0]","[8.0, 24677.0]","[0, 0]","[9.0, 26363.0]","[0, 0]","[0, 0]","[2.0, 1836.0]","[2.5, 1848.5]","[1.0, 788.0]","[6.0, 5780.0]","[1.0, 1015.0]","[3.5, 2198.5]"
137,tX0/fsjHDXsof0x9RGsECK3Q/4yu+foeODSCKA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3258.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 24204.0]","[0, 0]","[2.0, 5368.0]"
138,QDefBGbhkVqRTDmfo6h5JbYLavOInDcgKrVxHQ==,"[6.0, 5224.0]","[0, 0]","[0, 0]","[4.5, 6265.0]","[4.0, 3441.0]","[38.0, 42725.5]","[2.0, 8092.0]","[0, 0]","[0, 0]","[13.5, 17982.0]","[5.0, 12625.0]","[4.0, 3624.5]","[3.0, 4509.0]","[0, 0]","[0, 0]","[23.5, 30256.5]"
139,2wOy2j9REoawNKuwpYgO5ZkI4nCLQm/YNXiaRg==,"[5.0, 2445.0]","[13.0, 9211.0]","[0, 0]","[4.0, 1887.0]","[1.0, 431.0]","[13.0, 9626.0]","[1.0, 487.0]","[11.0, 8703.0]","[4.0, 2527.0]","[7.0, 3853.0]","[0, 0]","[2.0, 808.0]","[0, 0]","[6.0, 3865.0]","[0, 0]","[14.0, 10145.0]"
140,SiKdwVGDM4BPFZhO+1QYJqNJnL8yT/V/dyeYXw==,"[1.0, 4811.0]","[3.0, 28490.0]","[0, 0]","[0, 0]","[1.0, 6901.0]","[4.0, 7100.0]","[1.0, 2415.0]","[3.0, 14852.0]","[2.0, 10959.0]","[0, 0]","[0, 0]","[1.0, 1342.0]","[3.0, 30331.0]","[0, 0]","[0, 0]","[2.0, 3772.0]"
141,UlnhrcxUAbD95U0TBRxZ5xCZBbXFnp4dxdrZHQ==,"[0, 0]","[3.0, 165603.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 30110.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 169019.0]"
142,aBXiAmaUrY/tadaENQhgKB7KNZ3fydK7IggzXg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 2560.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
143,ruEMl2Q8oMlFZHQqoZznvaWNoC8au0yZmxpPmA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 4450.0]","[0, 0]","[1.0, 15526.0]","[0, 0]","[0, 0]","[1.0, 1002.0]","[0, 0]","[1.0, 13890.0]","[0, 0]","[0, 0]","[2.0, 17549.0]"
144,13L5hOKV9AUmI/JzERcF0M8oyQJBR3kY9RRryg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 399.0]","[0, 0]","[0, 0]","[2.0, 4596.0]"
